review,sentiment
"One of the best film I ever saw.<br /><br />The performance of Louis Jouvet is fantastic. He really 'fill' his part, and this is wonderful. He's such a good actor that you can't think of anyone else to take his part. <br /><br />And both Suzy Delair and Bernard Blier are good as standard french people, trying to defend themselves in the struggle born with a murder...<br /><br />The story is breathtaking and well built. You can feel the ambiance of Paris for that period (which is about 1930-40), between two wars... The clubs, the old little buildings, the neighbors.<br /><br />All those things contribute to make a great movie.",positive
"Sometimes it is difficult to watch films with subtitles (in this case Danish) but the watching is worth it. As the story progresses, the reasoning for the choice of two sisters, to take care of their father, is questionable but their society is different. Their choice leaves them alone until a French woman comes. There may be a question on why the French woman came to their place to stay and this is never fully developed. The feast which happens later as a result of unexpected funds from France is a source of unusual pleasure to all who attend and something they have not experienced before. It provides a fitting thank you for the kindnesses given to the guest. Filmed with a dark aura and the display of poverty, it is a beautiful experience for the viewer.",positive
"I don't know how this movie received so many positive reviews on this site! I'm a big vonnegut fan and am very familiar with the story this Showtime original film bastardized beyond belief, but even if I wasn't, the poor acting, VERY poor casting (Sean Astin as the brilliant, athletic, and all around individual, Harrison?? The guy's completely generic!) and sub-standard writing rendered this tripe barely watchable. Someone pointed out how cute that Maculay Culkin line was. If you read that and thought that was pure comic brilliance (sadly, it probably was the most INTENTIONALLY funny part of the movie), maybe you'll like this movie. But if you're a Vonnegut fan or not completely insane, don't see it. Please.",negative
"Although the video box for many copies of this film claims it is about people turned inside out, this is a total lie. In fact, apart from the opening segment, the film isn't even a horror movie. With its sunken treasure, legions of fish people, and mad scientists, it's a lot more like a Doug McClure adventure movie. Obviously, this film is no work of art, but it's kind of fun to watch... Just be warned that the beginning is quite gory.",positive
"This is an excellent documentary about Amália Rodrigues. I enjoyed it very much; it's very well put together and very informative. If you want to know who is Amália Rodrigues. I highly recommend you see this film, ""The Art Of Amália Rodrigues"".<br /><br />",positive
"Movie about a small town with equal numbers of Mormons and Baptists. New family moves in, cue the overwritten dialog, mediocre acting, green jello salad with shredded carrots, and every other 'inside Mormon joke' known to man. Anyone outside the Mormon culture will have a hard time stomaching this movie. Anyone inside the Mormon culture will be slightly amused with a chuckle here and there. You'll be much better off watching Hess's other movies (Napoleon Dynamite, etc..) than trying to sit through this one. The acting is mediocre. Jared Hess has had his hands on much more quality films like ""Saints and Soldiers"", and ""Napoleon Dynamite"". I would recommend both movies over this groaner.",negative
"Rating: 7 out of 10. Directed by Barbet Schroeder. If you like Hitchcock's `Rope', then you will like this movie. `Murder by Numbers' stars Sandra Bullock as psychologically troubled yet brilliant police detective Cassie Mayweather. Her partner is Sam Kennedy, a non-discriminatory detective played by Ben Chaplin. <br /><br />The teenage killers are high school students Richard Haywood (Ryan Gosling) and Justin Pendleton (Michael Pitt). These young psychotics are out to prove their superiority by committing the perfect murder and getting away with it, but the nearness of capture is exciting and thrilling to at least one of the killers.<br /><br />The supporting characters include a police chief, an assistant district attorney, and the high school janitor that the killers pin the murder on. The movie reminds me of various `Hitchcock' movies crossed with the TV show `Law and Order'. We see a fair bit of police work and it is really interesting to see which clues the detectives follow and which ones they don't.<br /><br />The other plot in the movie relates to Cassie Mayweather's past and incarcerated ex-husband. Most viewers found this aspect of the movie unnecessary and slow moving, but I found this to the most intriguing part of the story.<br /><br />`Murder by Numbers' is a nicely crafted movie if you are looking for safe, or should I say dangerous, murder mystery. For more thrills and suspense, try `Se7en' or Hitchcock's `Dial M for Murder'.",positive
"*Minor Spoiler* <br /><br />Inhabited isn't scary, but it is creepy. It is an interesting 'little' story with good acting and great special effects makeup.<br /><br />Basic plot: A little girl blames the strange things going on at her family's new house and accompanying playhouse on her faerie friends.<br /><br />The movie doesn't waste time getting moving, though the ending could have been more involved.<br /><br />I don't recommend this movie to those expecting/wanting hardcore horror, but I do recommend it to those who want a chiller and not necessarily a thriller.",positive
"I absolutely loved this movie. I am not even sure what particularly about it but I think it was wonderful and should be available for DVD. The women were strangers and yet got along well enough to spend the time they did in the Villa in Italy. The actors, in my opinion, did an excellent job. The characters were all so different and yet clever story that made it work. There is humor, drama and relationship issues all in good time. This requires 10 lines but I just can't think of any more to say so I will just rattle on until I get 10 lines. So sorry about this. What else can I possibly say it has been a long time since I last saw it. I am looking forward to view again but it isn't available.",positive
"Its my favourite film because there's so much going on that you don't see at first and so many things that make you wonder ""Did Kieslowski mean that or is it in my head?"" For instance - is the judge meant to be God or some supreme being ?<br /><br />Also Irene Jacob as in The Double Life Of Veronique is outstanding, there may be a few superficially prettier actresses but none who manage to convey beauty of spirit with physical beauty the way she does.<br /><br />Tritingnant also is magnificent without really saying much and the things he does say are excellent such as his answer to Valentine . . . ""Be"".",positive
"imagination must of slipped Jim Wynorski mind when he wrote the script to this one. i don't mind when the animals scenes are almost identical but when the actors repeat lines from other movies is going a little too far. I did enjoy seeing Jay Richardson and Glori Ann Gilbert get eaten. Gloria brings nothing to a movie but her tits (my husbands sentiments). Jerri Manthey should of stayed on survival island her acting is stiff, unbelievable and she just a plain boor. liked the scene where the cobra comes out of the ocean eats the guy then for added flavor destroys the dingy. At least we know the next plot giant snake man slays komodo before becoming daddy to a nest of eggs. Jerri would be great as the mother cobra. sit back with a 6 pact or a couple of joints. it will ease the pain.",negative
"I thought maybe... maybe this could be good. An early appearance by the Re-Animator (Jeffery Combs); many homage's to old horror movies; the Troma label on the front this movie could be a gem! I thought wrong.<br /><br />Frightmare is a boring, overplayed, half assed homage to the fright films of yore. The story is an old one, young people breaking into a house, getting drunk, making love, and tampering with things that shouldn't be tampered with. The oft  recycled slasher film formula is used here, this time with a thought to be dead actor named Conrad Radzoff doing the killing. In fact, the performance by the Radzoff's actor Ferdy Mayne is the only redeeming quality of this film. He does the snooty Dracula style character very well. But as for the kids, its not so good, with Combs only having a minimal part.<br /><br />The film lacks entertainment value, and only features one cool character, and one or two scenes that can hold your attention. I do not recommend this film unless you are desperate for something to watch, and this is the only movie left at blockbuster.",negative
"Without a doubt, the WORST movie I have ever seen in my life. There was nothing entertaining about this film. I know it was supposed to be a comedy, but it actually made me cry at the thought of losing the $4.75 admission price.",negative
"I have anticipated the various Sci-fi and thriller type movies this summer but was so disappointed about this particular film. While some people walked out of the film, I decided to stay, only to laugh along with the other moviegoers at the acting, lack of suspense, ridiculous ending and difficult to follow story line. I found myself almost as confused as the main character in the film. The only redeeming quality of the film was the soundtrack. This is one of those budding star films which they later regret doing. In retrospect, I wouldn't even rent this one, let alone pay more than $5 to see.",negative
"After a series of power-outages on a remote island zoo, genetically engineered sabertooth tigers are on the loose and mauling residents of the island. Man, the sci-fi channel has made some bad ""original"" movies, but I think this might possibly be their worst so far! This badly written and directed ""Jurassic Park"" rip-off offers all the usual clichés (mad scientists who thinks people killed by the monsters are ""expendable losses"", characters walking down long dark hallways alone, brain-dead teen characters who's only function in the film is to die a horrible death, etc.), and, unsurprisingly, no suspense whatsoever. The special effects are atrociousthe puppet heads in close-ups of the title beasties are bad enough, looking like stiff plush dolls, but the CGIwhich makes the computer-generated dinosaurs in ""Walking with Dinosaurs"" look life-like by comparisonare just downright awful. There's some gore, but most of it looks pretty unconvincing. Oh, and the death scene of the scientist at the end is truly one of the worst things I've seen in years. I couldn't even laugh it was so bad!<br /><br />Don't waste your time, this one is just downright bad.<br /><br />2/10. <br /><br />Oh, and here's some interesting trivia for youthis film borrowed music cues from the 2003 sci-fi film ""Alien Hunter"", which was far superior to this piece of crap.",negative
"Camp Blood looked great when I was buying it, but when I watched it boy was I wrong. Its tacky, the acting is outrageous and the quality of the film is shocking. Being a movie fan, I usually find humour from tragic horror, but at times I couldn't even laugh. Maybe Camp Blood 2 will be an improvement.",negative
"I have no respect for IMDb ratings anymore. I think a bunch of Mormons flooded the website and voted for this. This is not an artistic movie, it is Mormon propaganda. Nothing wrong with that, but the plot outline and the way it is described is totally misleading. If you are a bible thumping Christian or a Mormon, watch this movie, you'll love it and think it is truly amazing. For anyone else, don't bother, the story is so contrived, random stuff happens that really doesn't follow in a coherent way. This guy tries to commit suicide cause he sleeps with his neighbor. Are you kidding? What a pussy! Anyways, this is an awful movie.",negative
"Unlike many, I don't find the premise or theme of this show the least bit offensive. Its execution, however, is another matter entirely. Like so many B-minus movies, all the decent gags appear to have been spliced into the trailers. For most of the 22-or-so minutes we sit in waning anticipation any morsel of real humor. Or at least something to keep one from fidgeting with the remote or counting carpet fibers. With a couple of exceptions the acting is awful; the comical over-emoting and gesticulating of some cast members might be well suited to a late-night infomercial, but not a primetime sitcom (even a Canadian one.) Notwithstanding the admittedly original cultural angle, I cannot help but think this is mainly a misfired shot by the CBC to replicate the success of Corner Gas. Unfortunately, they got the tone -- and the script -- completely wrong for the prairies. The final insult is that they apparently couldn't even afford to have the location work done in an actual small town (Why? are they so hard to find in Saskatchewan?) Did they think the audience would be fooled by the downtown Regina exteriors? As a proud Canadian I hope this thing goes away soon, and that the rest of the world, primed by the CBC's publicists, quickly forgets this colossal embarrassment of a sitcom.",negative
"Wow, i just witnessed one of the greatest poker tragedies and I'm not talking about the premature death of the great stu ungar. This film I'm sorry to say was terrible. Absolutely terrible. A true tragedy in filmaking history. Well maybe I'm being a little harsh but unless you have some interest in the life of stu ungar then don't even consider coming near this one. And those that do have an interest in his life will find that most parts were trivialised and made out to be great novelty scenes. I watched it because of Stu UNgar but nearly wanted to end myself like he did while watching this movie 4 stars for effort but unpleasantly painful",negative
"I first saw this movie at a Saturday matinee when I was very young. I thought it was cool and often thought about it. Well I finally resaw it on DVD. It was still very entertaining but in a different way. It has to rank as one of the goofiest, campiest, 1950's sci-fi movies. It seemed filled with stock military footage. The dialogue is stilted and effects are crude. There is one line of dialogue that had me in stitches. The line Jeff Morrow says while on the beach with the babe. Rent it if you need a movie to watch with a bunch of drunken friends. It is a classic.",negative
"Adrian has just gone out of the asylum, being rich and with no parents, his life seems empty. One day, he meets Gonzalo, a poor boy whom mother is prostitute. Desperate for earning some money, Gonzalo helps Adrian to search about his life and who where his parents. This is a movie from a new director, and it is perfectly clear in most of the film: scenes not correctly directed, dialogues a little forced, some incoherences in the script...Anyway, the ending is unexpectedly well done (well, just a little) and that saves a little the film. Actors are known and with great quality, nevertheless, they are not inspired enough to make the movie interesting; all of them have done better papers in other film. The film results boring and probably you will spend most of the time thinking how much time will pass until it ends. Of course there are lots of worse films, but, sure, there are many many better ones.",negative
"This is an excellent stand-up DVD! Eddie Izzard is the funniest person I have seen in years. His routine is hilarious and makes for great conversation with others who have seen it. I HIGHLY recommend this one. The part about the history of Europe is a bit slow, but the ending jokes in French are quite good, because you don't have to speak French to get it (although if you do, it is still hilarious). Also, the parts about being a transvestite are quite good. The first scene (about San Francisco) is not great, but funny the first time. Skip over those if you can. It's almost not worth watching. However, this really is a funny, funny stand-up show that everyone should see. ""I was dead at the time!""",positive
"I am sorry folks, but I have to say I really cannot understand the overwhelming feelings everybody gets by seeing this movie...<br /><br />When I saw it I looked at my watch to know how much more time I had to spend with this Kindergarten nonsense.<br /><br />So why this verdict?<br /><br />First of all: The movie tells a story that doesn't deliver any excitement! It is not even the amusingly distorted reality of a Quentin Tarantino we used to know. This story could have come out of every little kid's head. It doesn't have anything intelligent in it, neither anything inventive and it goes on for hours... the story has appropriate content for about 30 min. The rest is just awfully enhanced scenes that are supposed to leave a somewhat cool image. Doesn't work. Even the previously seen cutbacks that Tarantino often uses just confuse and are not in any way cool. <br /><br />Second: Some guys go to Germany and kill Nazis. Ah really? Do they? The only Nazis they killed were a handful of guys, one of them being man enough to rather die than betray his companions. Is this the ugly face Tarantino wanted to give the Nazis? A brave soldier that is more valiant than any of the ""Basterds""? Certainly not --> fail And what happens to the terrible Nazi-killing Basterds? Well they all get killed by Nazis except two who are taken hostages --> wow, what terrible revengeful monsters they are...<br /><br />Third: Any characters? Yes one! The only role and the only gleam of hope for the entire movie is Chritoph Waltz who is building a truly deep and very detailed character here. Great acting! Brad Pitt really sucks and is completely out-acted by Waltz. Never seen a such a weak performance by Pitt... And the rest? Well, some Germans you've never seen before and will never see after. When the movie started and I saw the group of the seven Basterds I hoped to see something like the ""Magnificent Seven"": A group of extraordinary guys, each one with a distinct character, making their way to their destiny fearless and knowing... I was then very disappointed, when I saw the ""inglourious Basterds"". No details at all, no characters, no real men, just some random guys you won't remember who were not given any chance to differentiate themselves... But in fact you don't even need to differentiate, cause the ""Inglourious Basterds"" except Pitt hardly play any role in this movie...<br /><br />So I was really disappointed, and seeing this movie on place #40 of the greatest movies of all time is the only thing about this, that leaves me with my mouth opened...",negative
"You know you're in trouble when the opening narration basically tells you who survives. It all goes downhill from there. Unnecessary, ""Matrix""-influenced bullet-time camera work. Pointless cuts to video game footage. Crusty old sea captains and wacky seamen. Ravers who become skilled combatants in the blink of an eye. Even the zombies are boring.<br /><br />I was hoping for at least a ""so bad it's good"" zombie movie, but this one is ""so bad those involved with its creation should be barred from ever making a movie again"".<br /><br />",negative
"I just saw this at the 2006 Vancouver international film festival. The synopsis in the festival guide sounded pretty good so we decided to check this one out. I'm sorry to say I was very disappointed.<br /><br />Besides being poorly written, it was boring. I won't take away from the actors as there is not much they could do with this bad script.<br /><br />First bite was cliché without being ironic, over the top seriousness without being funny. The movie would have been better had Hunt Hoe went with a campy horror feel. Instead he took himself to seriously and this resulted with a boring film. I can't recommend this film. It felt too long and all in all just plain weak.",negative
"What happens when you give a free man just enough money to trap him into the rat race and watch him squirm? Homeless people answer to no one. They have no mortgages, rent payments or idiot bosses. Homeless people don't have to worry about the IRS or performance reviews or credit card payments. But, give them just enough money to rent an apartment and buy a car and, suddenly, they have to worry about entering the rat race, buying gas for transportation, paying insurance on their car, and working for someone else. They get a chance to be a ""productive citizens."" This film was about as exploitive as a film can be. It's a way for the rich and middle-class sheeple to say ""see what happens when you try to help the poor?"" and it vindicates capitalistic arrogance.<br /><br />Why not a film that asks, ""What happens when you take away everything a rich man has?""",negative
"I was pleasantly surprised by the depth of story and character development. Fulci was a master at creating horrific atmosphere using inventive camera work, vivid cinematography, and yes - wonderfully explicit gore.<br /><br />This film is no exception, however, compared to his later films (The Beyond, Zombie 2, City of the Living Dead, House by the Cemetery, etc.) the characters here are extremely well developed and the emphasis shies away from the supernatural and is more on the suspense created by a classic who-dunnit amongst the lush hills of Italy. The scenery is at moments reminiscent of cherished folklore and then immediately contrasted by mud and blood-soaked terror shrouded by crumbling ruins. The gore in this film is not quite as prevalent and seems restrained compared to Fulci's later films however, splatter and giallo fans will most likely be satiated by a few close-ups of oozing wounds and the last 5 minutes of the film.<br /><br />Overall a fantastic and mature film from one of our great Italian horror directors.",positive
"This as the first of the Ma and Pa Kettle flicks. Marjorie Main (Ma) steals the show in anything she does. Funny to see Ida Moore as Emily, the daffy old lady on the train.. god she was ALWAYS old; she was in ""Desk Set"" and ""Alfred Hitchcock Presents"". Their new house is also a co-star here -- its the house of the future with some really cool inventions that Pa doesn't care for. LOVE the painting gag. Keep an eye out for TOM... he starred in ""Nanny & the Professor"". Unfortunately he died real young... oddly enough, his last role was on the series ""Death Cruise"". weird. Directed by Charles Lamont, who not only directed several of the Kettle films, he also did a bunch of the Abbott and Costello flicks, so he must have known a thing or two about comedy. Fun story, plain, simple humor. Even the release date was April Fool's day, 1949. The story starts out by showing us what backward and country-folk they are (the neighbors are even Native Americans), but as the story progresses, we have sympathy and respect for them.",positive
"This film was amazing. It had an original concept (that of a vampire movie meets Yakuza mob film). It is a humorous and yet highly dramatic and tragic movie about friendship, love, immortality, death, and happiness, and comments subtelly on society. On the part of Gackt Camui, the role of Sho was excellently delivered, and HYDE was surprisingly good for his first film as the tortured yet humorous vampire, Kei. I also laughed and cried at the happy-go-lucky character, Toshi, who grew up with Sho. I loved each and every second of this this film, especially moments such as the funny Cigarette scene, the fighting scenes, and most of all, the heartrenching ending.",positive
"I thought this was a splendid showcase for Mandy's bodacious bod. If you don't expect anything else, such as clever plot twists and believable character development, you won't be disappointed. Consider this a Sports Illustrated shoot whose character goes around killing people, especially those who threaten to come between her and her 'Mommy' (Suzanna Arquette, who obviously doesn't want to play the sex kitten - she leaves that up to her daughter).<br /><br />Mandy's face is a little too perfect, but her body is a complete 5-alarm fire, up there in the ranks of Sophia Loren when it comes to natural bustiness, a perfect 7-to-10 ratio of waist to hips, and splendidly configured legs, right down to her feet. (There has to be some ideal configuration of thighs to knees to calves to ankles that is altogether pleasing to the eye; Mandy certainly is the model for this idealized ratio).<br /><br />And no flat butt to boot, which seems to be the undoing of many a busty babe with curves everywhere except in the 'nether hemispheres'. Mandy might have used a body double in the rear shot of her losing her towel as she descended into the candle-lit hot tub with her blindfolded German-Guy Victim No. 2, but from all I could see from her bikini shots, she had the butt for it and didn't need a double to prove it.<br /><br />Mandy's acting abilities had little to do with her impression of a psychotic 'Mommy's Girl', with the obvious erotic lesbian overtones. Her bisexual nature (allowing herself to be boinked in the hot tub after a long flirtation with German Guy No. 2, who also happened to be her mother's lover) added an additional dimension to an otherwise one-dimensional caricature of adolescent female horniness conflicted with pathological murderous impulses (always by water with the men - the ultimate fate of the Latina housekeeper was edited out in the televised version for some obscure reason).<br /><br />Mandy's Uber-Nordic facial features coupled with her Uber-Voluptuous body could either be a blessing or a curse. If Mandy really wants to further her career as an actress, I'd advise her to immerse herself fully in the Romance Languages, especially Italian and Spanish - and maybe French, although I don't know if they would go for her type. But this would enable her to reconcile her Bo Derek face with her Vida Guerra body - but maybe her face is just a little too Nordic, and she has shown off too much of her extraordinary body in a cheesy movie to enable her to advance to any more fame that was enjoyed by Michelle Johnson of the 1980's whose early fame in Blame it on Rio was followed by a series of skin flicks that failed to make it off the ground.<br /><br />Vambo Drule.",positive
"This belabored and sloppy spy melodrama featuring two buffoonish (one idealistic, one drug addled) California kids dealing secrets to the KGB never seems to get enough steam up to sustain any tension and suspense before it dies a very slow death over two hours later. John Schlesinger's finished product gives the impression that he was asleep in his director's chair most of the time as the film lags and the actors sleep walk, save for the highly annoying over the top performance of Sean Penn. <br /><br />Childhood altar boys and friends Chris (Tim Hutton) and Daulton (Penn) devise a plan to sell secrets to the KGB when Chris lands a job that allows him access to top secret government materials. Disillusioned by what he sees as US meddling in foreign affairs the idealistic Chris and the drug hungry Daulton make contact with the Russians and begin to funnel them classified materials. When Chris decides he wants out things begin to unravel at a lackadaisical pace. <br /><br />The eighties were not kind to distinguished director John Schlesinger. In the 60s and 70s he had a series of critically acclaimed films in both England and America but then came Honky Tonk Freeway in 1981 and it marked the beginning of the end. The Falcon and the Snowman more or less put a lid on it. Lacking the suspense of Marathon Man and the quality performances (Hoffman Voight, Christie, Jackson, Finch, Olivier) he had coaxed from leads in the past Falcon goes in circles most of the way. <br /><br />Sean Penn chews scenery from start to finish in such an obnoxious fashion you find yourself encouraging his torturers to do more to him. Tim Hutton is governed by his limited acting chops and most of his scenes show a need for more rehearsal time. Lori Singer as Hutton's girlfriend plays it mute most of the way with Schlesinger content to film her vapid expressions. When she does emote you understand why. Only David Suchet as the KGB handler with a piercing eyed introspective presence and restraint acquits himself well.",negative
"A movie/documentary about different people in Austria on the hottest weekend of the year. It follows what they are doing and maybe more what they are not doing. The tempo is very quiet......so you have to relax.......breathe in...breathe out before you see it......<br /><br />First you think....but nothing is happening and you get a little angry over that..and thats the problem, because its the mood of the film and the really nice social realistic pictures which are nice in this film...........a lot of people will say its disgusting......but its not that bad...i think its more used for the marketing....and theres some really funny moments...a 60 old woman stripping.....i guarantee its the most unsexy striptease in film history......its movie which is real..i think thats the word......right up in your face.......and that makes it a bit scary.no computer manipulation here.....its real life...and as we all know movies can win over reality when it comes to doing sick things..........so its much worse in the real world.......<br /><br />If you survive the movie you can start to look at your neighbors and think...maybe they are like the persons in the movie...i bet theres a lot of them out there......sick...crazy people living with a nice facade........after seing the movie i feel its more interesting to look at my neighbors........<br /><br />But maybe you shouldnt see this movie on your first date.........",positive
"Mae Clarke will always be remembered as the girl whose face James Cagney showed a grapefruit into in the same year's THE PUBLIC ENEMY. She will not be remembered for this weird little story about a a hood's girl who finds that her past will always be with her.<br /><br />In some ways, this looks a bit antique for 1931, almost as if you are looking at 1928's famously inert LIGHTS OF NEW YORK. But don't be fooled. Although Ted Tetzlaff's photography is still in the big scenes, there's lots of movement, indicating distraction to the moviegoers in the set-ups to them. But in competition with the fast-paced stuff that it seems that everyone was doing at Warner's, this attempt to bring the woman's viewpoint into the genre as a tearjerker doesn't work, nor is Mae Clarke the actress to carry the effort.",negative
"How do you describe perfection? In-the-Mood-For-Love! Maggie Cheung and Tony Leong practically dance on the screen and give stellar performances that stay with you hours after you've left the theatre. Every scene in the film resonates with the powerful combination of superb cinematography and shot selection, top-notch acting, and the sensual soundtrack. Nat King Cole singing in French absolutely sets the tone for the whole movie. Maggie and Tony look marvelous, with Maggie slinking about in some truly glorious cheongsams and Tony always looking dapper. I've seen this movie several times already, and everytime I see it I find something new to rave about. Love it!",positive
"This is the best dub I've ever heard by Disney, as well as the best adaptation since the biggest abuse ever on soundtrack, themes, characters, dialogues in Kiki Delivery Service. Urrrghhh<br /><br />This one has different atmosphere, especially the deviation from the common heroine. This one has both hero and heroine (although I don't really endorse the use of hero & heroine here, since Miyazaki is out from the stereotype & common theme). As usual, after being introduced by Spirited away, amazed by Mononoke, troubled by Grave of Fireflies, and deeply touched by Majo no Takkyuubin , this one start with a bit doubt in my part. Wondering if this will be the first Ghibi's dud. Well, in the end just like Only Yesterday and Whisper of the Heart, I ended up giving 10 rating. I'd give 9.8 rating, but the additional 0.2 is there to share the good feeling by encouraging people to see the movie.<br /><br />SPOILER Somehow I see this as a sad movie, people die in this one, the lonely robot, the abandoned place, and it ends with destruction. It is as if mankind really can't live with too much power. The collapsing scene gave me patches of Metropolis ending. It's just sad somehow. The plot is apparent in most reviews and the soundtrack rules as well (as always). Joe Hisaishi really belongs to Uematsu, Kanno, Williams caliber.People who can brings a movie, a game, an event to life, even to be a lingering moments by astounding composition.<br /><br />This is a feel good movie that used to be part of US cinema in the classic days (It's a Wonderful Life etc etc). Well, things change....",positive
"Chaplin stars in a dual role as a jewish barber who, with amnesia, is mistaken for the dictator Adenoid Hynkel, (i.e Hitler) A movie made in 1940 when the war was in its dark days and was in no way won by the allies..it was banned in Germany by Hitler and was a risk in a way for Chaplin because if the war was lost, he surely wouldve been sent away to be ""reeducated""<br /><br />A funny satire with the classic scene of Hitler tossing around a giant balloon of the world..good fun but with a message..a little preachy in the end. This was the last movie with Chaplin's trademark little mustache. on a scale of one to ten..9",positive
"""The Shooter"" was a different type of film for Michael Dudikoff. Although normally associated with action flicks that incorporate martial arts, this film , because it was a western, enabled him to display that he is a far more capable actor than certain formula story lines have allowed.<br /><br />The major problem, of course, is that the film does not allow any solid character development. The fleshing in is really left to the viewer . We can only guess at the sadness that has made the Shooter, whose real name is Michael Atherton, the killer that he is- a killer, mind you, that a little town, terrorized by a local bully, welcomes as a hero who can release it from its misery.",positive
"This is a film which had eluded me thus far but, now that I've watched it, emerges as one of the major entries in the noir style. As usual with the DivX format, the viewing was far from ideal  marred by the occasional video and (mostly) audio glitches  but, given that the film is still unavailable on R1 DVD, this will have to do for the moment. Since the film's reputation is quite high within the genre itself, I assume that the reason behind this oversight is because it does not have a well-known actor in the lead.<br /><br />Anyway, the belated entrance of the film's nominal star  Franchot Tone  packs quite a wallop (especially as he is shown to be the villain from the first)! Tone was a underrated actor  he was rarely given meaty roles, and this may well be his best (making his paranoiac both fascinating and believably dangerous). The female lead  Ella Raines, who would later feature in BRUTE FORCE (1947) as well as Siodmak's own THE SUSPECT (1944) and THE STRANGE AFFAIR OF UNCLE HARRY (1945)  is quite lovely and capably takes on the role of the distraught secretary out to prove her convicted boss (Alan Baxter) innocent of his wife's brutal murder. Other key supporting parts are essayed by Thomas Gomez as the initially bullying but ultimately sympathetic police investigator, and Elisha Cook Jr.  the genre's quintessential fall guy  as an ill-fated ""ladies' man"" of a percussionist.<br /><br />Like BRUTE FORCE's Jules Dassin, Siodmak was on a noir roll at this point in his career and this film definitely benefits from his superb direction  all tilted angles and terrific set-pieces, including the justly celebrated jazz sequence in which Cook manically beats on his drums in a sexual frenzy brought on by the sluttishly-attired Raines (who is putting on an act to get his attention and eventually drive him to confess that he withheld evidence at the inquest which could spring her resigned lover from jail). Another great, lengthy sequence is the one in which Raines follows a bartender (another uncooperative witness) around the streets of New York  which results in his being mowed down by a car! <br /><br />Notable, too, is the trial sequence  which is entirely depicted through the audience's reaction so that judge, jury, witnesses and D.A. are never actually seen (although the judge's voice is recognizably that of veteran character actor Samuel S. Hinds). The centerpiece of the film is the scene in which Gomez and Tone discuss the nature of the criminal involved, with the inspector's put down of the latter as mentally insane giving the initially smug Tone ""dizzy spells"". The suspenseful climax finds Raines alone with Tone in his apartment, where she discovers evidence of his guilt  and he confesses to having had an affair with Baxter's wife, but killed her when she wouldn't desert her husband for him.<br /><br />By the way, I hit upon a little goof in the film: while the story is clearly set in 1943, I noticed that during the taxi cab ride towards the beginning of the film  in which Alan Curtis escorts the titular lady to the theater  the establishing shot of New York (comprising clearly of stock footage) features a marquee promoting Laurel and Hardy's 1938 musical comedy, SWISS MISS! Incidentally, famed mystery writer Cornell Woolrich wrote the original novel on which this was based using a pseudonym.",positive
"I've seen my fair share of badly thought-out endings and final twists to films, but I don't recall any film that committed outright suicide like this one did.<br /><br />The film makers were clearly hoping that the great twist would 'surprise' us all.... and it did, but perhaps not in the way the directors had hoped. I was left feeling surprised that Connery, Harris, Fishburn and Capshaw had anything to do with this turkey, individually or collectively.<br /><br />The film up until the final thirty minutes was rather engaging and I like the way the story was unfolding and the nature of the film overall. But once the twist was revealed, the plot holes and inconsistencies were remarkable, the underlying motive for revenge was ill-conceived and the ways things so neatly worked out for Bobby Earl was ridiculously far-fetched. What's worse is that, once the twist was revealed, the remainder of the film became excruciatingly predictable.<br /><br />Harris gave a terrific performance and Connery is like Morgan Freeman in that he never gives a bad performance, even if the movie ain't that great! So all in all, it starts well and the unfolding keeps the viewer interested. The last 30 minutes is one of the most memorable nose dives in the history of cinema.",negative
"This Academy Award winning short film can rank among the greatest of the genre. Told completely without dialogue, it is a visual treat about a young boy who buys a gold fish, lovingly places him in a bowl then goes off to school, leaving the gold fish unprotected and a window carelessly open. After a while, a neighboring orange tabby comes poking around, comes in through the window and heads slowly for the bowl. The fish apparently knows something is going on and becomes very excited. As the cat comes very near to the bowl, the fish jumps out. The cat catches the fish, drops him back in the bowl and exits through the window he came in just as the boy, not knowing what has happened, gets back. This was amazingly filmed with real animals; how Cousteau got these animals to behave in this manner is remarkable. I only wish this film were available now for people to see; I only saw it once, in 1959 when it was originally released, but it has remained unforgettable.",positive
"Mom should really be given a different title to distinguish it from all the other movies out there called Mom or with the word Mom in the title.<br /><br />This is a vastly superior zombie movie to so much of the rubbish that gets churned out time after time and all end up much the same as every other zombie movie out there.<br /><br />It is so different and refreshing it almost defies categorisation.<br /><br />The kind old lady who takes in a creepy lodger, who just happens to be a flesh eater, who then infects the old lady who also turns into a flesh eating zombie, or ghoul, quite which exactly is not defined.<br /><br />There is pathos in the story as her son realises what she has become and while at first horrified, attempts to help her by supplying 'food'. (I shall say no more about that, for fear of inserting a spoiler!) It is one of those 'quiet' movies as opposed to guns blasting, explosions raging, car chases, etc boring etc that makes so many movies all the same rubbish, but still with enough gory moments to satisfy horror fans, whilst also inserting sadness into the story, along with nice touches of humour as opposed to downright silliness of some so-called 'horror' movies.<br /><br />There is a particularly nice atmospheric shot at the beginning of the film, where the old lady is sitting alone in her room with only her Christmas tree for company and looks so 'innocent', but, what she becomes!! Oh my! <br /><br />A gem of a movie and even if not your thing, should at least be viewed if only once by any true horror fan.",positive
